"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
71," Private",205011,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,10," United-States"," <=50K"
64," Private",207321,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
60," Private",112821,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States"," >50K"
37," Federal-gov",325538,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
18," Private",202516,9," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
51," Private",69328,11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
19," Private",371827,9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," Portugal"," <=50K"
59," Private",93655,10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
67," Private",407618,5," Divorced"," Other-service"," Not-in-family"," White"," Female",2050,0,40," United-States"," <=50K"
60," Private",191118,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1848,40," United-States"," >50K"
60," Private",124487,10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
20," Private",111252,10," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
20," Private",168863,10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
23," Private",113700,13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
64," Self-emp-not-inc",143716,14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,2," United-States"," <=50K"
35," Private",343403,16," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,20," United-States"," <=50K"
22," Private",182771,11," Never-married"," Other-service"," Own-child"," Asian-Pac-Islander"," Male",0,0,20," United-States"," <=50K"
32," Private",245482,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Laos"," <=50K"
28," Private",291374,9," Separated"," Other-service"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"
18," Private",74054,7," Never-married"," Sales"," Own-child"," Other"," Female",0,0,20," United-States"," <=50K"
46," Private",170850,13," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,1590,40," United-States"," <=50K"
57," Private",208311,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,80," United-States"," >50K"
18," Private",201299,10," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
36," Private",176458,9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,28," United-States"," <=50K"
25," Private",219987,12," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,13," United-States"," <=50K"
22," Private",179973,11," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",197496,10," Never-married"," Sales"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
20," Private",201766,10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
39," Private",487486,9," Widowed"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
68," Self-emp-not-inc",484298,7," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
64," Private",140237,1," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Self-emp-inc",195124,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
65," Private",221881,7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
48," Private",166929,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States"," >50K"
40," Federal-gov",163215,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
25," Private",122745,9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,1602,40," United-States"," <=50K"
66," Private",376028,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,20," United-States"," <=50K"
28," Private",194087,10," Never-married"," Other-service"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
53," State-gov",104501,16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
20," Private",308924,10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
20," Private",285295,10," Never-married"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"
18," Private",192399,10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
60," Private",216690,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",80564,9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
22," Private",195532,9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
68," Private",170182,10," Never-married"," Craft-repair"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
21," Private",138575,9," Never-married"," Sales"," Other-relative"," White"," Male",0,0,60," United-States"," <=50K"
38," Private",193026,9," Never-married"," Other-service"," Unmarried"," White"," Male",0,1408,40," United-States"," <=50K"
62," Private",225657,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,24," United-States"," <=50K"
34," Self-emp-not-inc",133861,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
64," Private",205479,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
19," Private",47713,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
40," Private",180362,13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
41," Private",277390,13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,30," United-States"," >50K"
19," Private",204441,9," Never-married"," Adm-clerical"," Other-relative"," Black"," Male",0,0,20," United-States"," <=50K"
22," Private",32732,10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
46," Federal-gov",233555,9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
62," State-gov",221558,14," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,24," United-States"," <=50K"
17," Private",659273,7," Never-married"," Craft-repair"," Own-child"," Black"," Female",0,0,40," Trinadad&Tobago"," <=50K"
24," Private",112683,9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
30," Self-emp-not-inc",178255,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,70," United-States"," <=50K"
48," Private",185291,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,6," United-States"," <=50K"
30," Private",186420,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
54," Private",196975,9," Divorced"," Craft-repair"," Other-relative"," White"," Male",0,0,45," United-States"," <=50K"
23," Private",72953,9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
53," Private",64322,4," Separated"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",218948,4," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,32," Mexico"," <=50K"
24," Private",377725,13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
20," Private",149478,10," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,25," United-States"," <=50K"
33," Private",190027,9," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,20," United-States"," <=50K"
55," Private",208640,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," United-States"," >50K"
33," Private",202498,4," Separated"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," Guatemala"," <=50K"
57," Private",140426,2," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Male",0,0,35," Cuba"," <=50K"
41," Private",169628,9," Married-civ-spouse"," Machine-op-inspct"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"
29," Private",125159,10," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,36," United-States"," <=50K"
81," Private",162882,9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
44," Private",468706,9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
40," Private",428584,9," Married-civ-spouse"," Sales"," Wife"," Black"," Female",3464,0,20," United-States"," <=50K"
35," Private",359131,13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",7298,0,8," United-States"," >50K"
62," Private",73091,4," Widowed"," Farming-fishing"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
51," Private",76437,10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
19," Private",26620,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
23," Private",361481,6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
30," Private",104965,5," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
67," Private",157403,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",6418,0,10," United-States"," >50K"
27," Private",210867,4," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
20," Private",53738,10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
66," Federal-gov",213149,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1825,40," United-States"," >50K"
44," Private",174147,10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",123971,7," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,49," United-States"," <=50K"
22," Private",219233,9," Never-married"," Adm-clerical"," Own-child"," Black"," Male",0,1602,30," United-States"," <=50K"
29," Private",189282,9," Married-civ-spouse"," Other-service"," Not-in-family"," White"," Female",0,0,27," United-States"," <=50K"
36," Private",216256,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3464,0,30," United-States"," <=50K"
57," Private",300104,3," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",7298,0,84," United-States"," >50K"
67," Private",81761,9," Divorced"," Adm-clerical"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
54," Private",148657,1," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," Mexico"," <=50K"
52," Private",248113,1," Married-spouse-absent"," Craft-repair"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
18," Private",215463,8," Never-married"," Other-service"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
25," Private",35829,10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
18," Private",175648,7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
41," Private",207685,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
24," State-gov",196388,12," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,12," United-States"," <=50K"
29," Private",144259,13," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",4386,0,80," United-States"," >50K"
20," Private",388811,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
23," Private",234970,10," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
34," Self-emp-inc",353881,11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3103,0,60," United-States"," >50K"
56," Private",208415,9," Divorced"," Exec-managerial"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
28," Private",190303,12," Never-married"," Prof-specialty"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
36," Self-emp-not-inc",343721,16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30," United-States"," >50K"
20," Private",194096,10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
43," Private",143582,3," Married-civ-spouse"," Machine-op-inspct"," Wife"," Asian-Pac-Islander"," Female",0,2129,72," United-States"," <=50K"
24," Private",41356,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
20," Private",124954,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
37," Private",130620,8," Married-civ-spouse"," Sales"," Wife"," Asian-Pac-Islander"," Female",0,0,33," United-States"," <=50K"
43," Private",142030,9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
34," Private",241360,9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
34," Private",55921,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",256191,9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,25," United-States"," <=50K"
78," Self-emp-not-inc",27979,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",2228,0,32," United-States"," <=50K"
67," Private",244122,11," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,1," United-States"," <=50K"
75," Private",173064,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,6," United-States"," <=50K"
24," Private",178255,10," Married-civ-spouse"," Priv-house-serv"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
66," Private",107744,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",210029,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
62," Private",191188,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
19," Private",217769,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",594,0,10," United-States"," <=50K"
22," Private",246386,9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
65," Private",111916,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",116632,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," >50K"
28," Private",168524,11," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
65," Self-emp-inc",149049,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
80," Private",29020,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",10605,0,10," United-States"," >50K"
23," Private",134997,10," Separated"," Other-service"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
22," Private",335453,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,16," United-States"," <=50K"
53," Private",29231,4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
22," Private",120572,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
21," Private",494638,12," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"
18," Private",276864,10," Never-married"," Sales"," Own-child"," White"," Female",0,1602,20," United-States"," <=50K"
61," Private",30475,4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"
20," Private",216563,7," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
69," Private",171050,9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,9," United-States"," <=50K"
27," Private",291547,13," Married-civ-spouse"," Prof-specialty"," Not-in-family"," Other"," Female",0,0,6," Mexico"," <=50K"
68," Private",29240,9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,12," United-States"," <=50K"
29," Private",190350,8," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,35," United-States"," <=50K"
40," Self-emp-inc",190290,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
29," Private",41281,13," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
41," Private",216116,9," Separated"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
18," Private",274746,9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
27," Private",188711,10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
60," Private",366531,11," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
65," Private",325537,11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
90," Private",77053,9," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,4356,40," United-States"," <=50K"
28," Private",196630,11," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"
29," Private",44921,9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
23," Private",145964,10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
40," Local-gov",269168,9," Married-civ-spouse"," Other-service"," Husband"," Other"," Male",0,0,40," United-States"," <=50K"
57," Self-emp-not-inc",24127,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,8," United-States"," <=50K"
77," Private",185426,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
28," Private",103802,13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,1408,40," United-States"," <=50K"
71," Local-gov",193863,4," Widowed"," Other-service"," Other-relative"," White"," Female",0,0,16," Poland"," <=50K"
27," Private",61387,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
77," Self-emp-not-inc",28678,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",9386,0,6," United-States"," >50K"
19," Private",180976,6," Never-married"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
75," Private",260543,6," Widowed"," Other-service"," Other-relative"," Asian-Pac-Islander"," Female",0,0,1," China"," <=50K"
21," Private",80680,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
19," Private",369678,9," Never-married"," Adm-clerical"," Not-in-family"," Other"," Male",0,0,30," United-States"," <=50K"
21," Private",143995,10," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,20," United-States"," <=50K"
31," Private",317761,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
47," Local-gov",149700,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,36," United-States"," >50K"
33," Private",193172,11," Married-civ-spouse"," Exec-managerial"," Own-child"," White"," Female",7688,0,50," United-States"," >50K"
24," Private",283731,13," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
50," Private",162327,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1902,50," United-States"," >50K"
72," Self-emp-inc",33608,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",9386,0,30," United-States"," >50K"
19," Private",233779,10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
63," Private",186809,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," United-States"," >50K"
40," Private",84232,9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,4," United-States"," <=50K"
69," Private",28197,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
64," Local-gov",193575,7," Never-married"," Adm-clerical"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",85154,8," Never-married"," Other-service"," Own-child"," Asian-Pac-Islander"," Female",0,0,24," Germany"," <=50K"
18," Private",97318,9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
19," Private",158343,10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
17," Private",406920,6," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",57827,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
54," Self-emp-inc",99185,16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
19," Private",57329,10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," Japan"," <=50K"
19," Private",369527,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
48," Private",266337,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",264924,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
27," Private",180553,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
46," Self-emp-inc",328216,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,42," United-States"," >50K"
65," Private",273569,9," Widowed"," Transport-moving"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
52," Private",105428,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,12," United-States"," <=50K"
26," Private",149943,9," Never-married"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male",0,0,60," United-States"," <=50K"
69," Private",476653,13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
38," Private",129150,6," Separated"," Handlers-cleaners"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
42," Private",46221,16," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Male",27828,0,60," United-States"," >50K"
35," Private",119006,9," Widowed"," Adm-clerical"," Own-child"," White"," Female",0,0,38," United-States"," <=50K"
35," Federal-gov",35309,13," Never-married"," Tech-support"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,28," United-States"," <=50K"
48," Private",184513,13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,80," United-States"," >50K"
32," Private",647882,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",394927,11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
52," Private",115209,15," Married-spouse-absent"," Prof-specialty"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," Vietnam"," <=50K"
69," Private",167826,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
55," Private",52267,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,18," United-States"," <=50K"
19," Private",128453,9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,28," United-States"," <=50K"
30," Private",157289,7," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
36," Self-emp-not-inc",160120,13," Married-civ-spouse"," Sales"," Husband"," Other"," Male",0,0,45," United-States"," <=50K"
67," Self-emp-not-inc",243256,5," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
45," Self-emp-inc",155664,3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
49," Private",174702,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"
52," Private",84278,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,55," United-States"," >50K"
18," Private",120691,10," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,35," United-States"," <=50K"
20," Private",144685,10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,1602,40," Taiwan"," <=50K"
61," Private",119986,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
63," Private",68954,9," Widowed"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,11," United-States"," <=50K"
68," Self-emp-not-inc",76371,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
68," Private",117542,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",1409,0,15," United-States"," <=50K"
73," Private",90557,7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,8," United-States"," <=50K"
18," Private",271935,7," Never-married"," Other-service"," Other-relative"," White"," Female",0,0,20," United-States"," <=50K"
36," Private",36635,10," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,25," United-States"," <=50K"
26," Private",142689,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
67," Self-emp-not-inc",274451,4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",496414,16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
70," Private",28471,5," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,25," United-States"," <=50K"
74," Private",272667,12," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
23," Private",194031,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"
61," Private",135285,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,2603,32," United-States"," <=50K"
18," Private",79990,7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
38," Private",179579,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
23," Private",164574,12," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
19," Private",167428,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
51," Private",203015,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
61," Private",179761,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
19," Private",400356,10," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",173945,7," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,0,39," United-States"," <=50K"
19," Self-emp-not-inc",48393,10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,84," United-States"," <=50K"
77," Private",152900,3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
35," Private",164866,6," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,99," United-States"," <=50K"
18," Private",331511,10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
39," Private",112158,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,26," United-States"," <=50K"
42," Self-emp-not-inc",115323,16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,7," United-States"," <=50K"
52," Self-emp-not-inc",135339,10," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States"," >50K"
18," Private",137363,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
21," Private",207988,9," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,0,35," United-States"," <=50K"
