"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
35," Local-gov",61343,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
21," Federal-gov",180339,10," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
38," Federal-gov",204668,11," Separated"," Armed-Forces"," Unmarried"," White"," Female",0,0,25," United-States"," <=50K"
41," Private",70037,10," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,3004,60," Cambodia"," >50K"
28," Local-gov",230704,9," Never-married"," Exec-managerial"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
24," Federal-gov",267955,5," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
74," Never-worked",204840,3," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,56," Mexico"," <=50K"
61," Federal-gov",226989,10," Married-spouse-absent"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
20," Federal-gov",432376,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," Germany"," <=50K"
35," Private",90273,4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Canada"," >50K"
18," Never-worked",206359,6," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
55," Private",157079,10," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,40," Cambodia"," >50K"
20," Federal-gov",41183,10," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
19," Local-gov",308064,9," Never-married"," Armed-Forces"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
25," Private",233777,9," Never-married"," Transport-moving"," Other-relative"," White"," Male",0,0,40," Canada"," <=50K"
35," Federal-gov",476573,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,4," United-States"," <=50K"
18," Federal-gov",23233,6," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",206492,9," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," Cambodia"," <=50K"
60," Federal-gov",251572,9," Widowed"," Adm-clerical"," Not-in-family"," White"," Male",0,0,35," Poland"," <=50K"
55," Local-gov",193895,9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," England"," <=50K"
20," Federal-gov",201680,10," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
62," Federal-gov",235521,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
50," Private",128378,3," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,55," Cambodia"," <=50K"
57," Federal-gov",199114,6," Separated"," Adm-clerical"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
64," Federal-gov",286732,4," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
18," Federal-gov",279288,6," Never-married"," Armed-Forces"," Other-relative"," White"," Female",0,0,30," United-States"," <=50K"
78," Local-gov",363134,9," Widowed"," Farming-fishing"," Not-in-family"," White"," Female",0,0,1," United-States"," <=50K"
41," Local-gov",230020,3," Married-civ-spouse"," Adm-clerical"," Husband"," Other"," Male",0,0,40," United-States"," <=50K"
45," Federal-gov",189564,14," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,1," United-States"," <=50K"
30," Private",164190,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,38," Cambodia"," <=50K"
56," Federal-gov",188166,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
53," Local-gov",228723,9," Divorced"," Craft-repair"," Not-in-family"," Other"," Male",0,0,40," Cambodia"," >50K"
76," Local-gov",173542,13," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,10," United-States"," <=50K"
41," Private",163322,13," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,30," Cambodia"," <=50K"
71," Never-worked",250263,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3432,0,30," United-States"," <=50K"
37," Federal-gov",129573,16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,72," Cambodia"," >50K"
28," Local-gov",55950,13," Never-married"," Craft-repair"," Own-child"," Black"," Female",0,0,40," Germany"," <=50K"
40," Federal-gov",161285,10," Married-civ-spouse"," Armed-Forces"," Wife"," White"," Female",0,0,25," United-States"," <=50K"
62," Federal-gov",97231,10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,1," United-States"," <=50K"
27," Federal-gov",308995,10," Divorced"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
27," Federal-gov",224421,10," Divorced"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
76," Local-gov",211574,6," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,1," United-States"," <=50K"
38," Self-emp-not-inc",414991,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,70," Canada"," <=50K"
78," Local-gov",165694,14," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,15," United-States"," <=50K"
50," Private",196193,14," Married-spouse-absent"," Prof-specialty"," Other-relative"," White"," Male",0,0,60," Cambodia"," <=50K"
25," Federal-gov",394820,10," Separated"," Exec-managerial"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
40," Private",37618,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Cambodia"," <=50K"
73," Private",281907,7," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,3," United-States"," <=50K"
33," Federal-gov",209432,9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
21," Federal-gov",134746,10," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
36," Private",189674,9," Never-married"," Priv-house-serv"," Unmarried"," Black"," Female",0,0,28," Cambodia"," <=50K"
29," Federal-gov",134566,16," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States"," >50K"
22," Federal-gov",367655,10," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
41," Private",182567,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," Cambodia"," >50K"
67," Local-gov",183374,9," Widowed"," Armed-Forces"," Not-in-family"," White"," Female",2329,0,15," United-States"," <=50K"
55," Federal-gov",103654,9," Widowed"," Craft-repair"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
56," Never-worked",131608,9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,10," United-States"," <=50K"
35," Federal-gov",163582,6," Divorced"," Armed-Forces"," Unmarried"," White"," Female",0,0,16," Canada"," <=50K"
63," Private",88653,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Cambodia"," <=50K"
22," Federal-gov",291547,3," Married-civ-spouse"," Exec-managerial"," Wife"," Other"," Female",0,0,40," Mexico"," <=50K"
27," Private",269354,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,25," Cambodia"," <=50K"
60," Local-gov",153072,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,5," United-States"," <=50K"
43," Private",163215,13," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,35," Canada"," >50K"
66," Federal-gov",31362,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
27," Private",195681,10," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,48," Canada"," <=50K"
41," Federal-gov",149385,9," Never-married"," Armed-Forces"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
19," Federal-gov",169324,10," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"
31," Federal-gov",86143,9," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," <=50K"
38," Private",189404,9," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Male",0,0,35," Canada"," <=50K"
70," Federal-gov",293076,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
19," Federal-gov",263224,7," Never-married"," Craft-repair"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
42," Private",132633,9," Never-married"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,40," Canada"," <=50K"
33," Private",164707,12," Never-married"," Exec-managerial"," Unmarried"," White"," Female",2174,0,55," Cambodia"," <=50K"
30," Private",179112,13," Never-married"," Prof-specialty"," Own-child"," Black"," Male",0,0,40," China"," <=50K"
24," Federal-gov",215115,13," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," Cambodia"," <=50K"
54," Federal-gov",95329,10," Divorced"," Armed-Forces"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
38," Local-gov",104094,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
20," Local-gov",298155,10," Never-married"," Exec-managerial"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
66," Local-gov",168071,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
28," Local-gov",201844,9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"
35," Private",188069,14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",13550,0,55," Cambodia"," >50K"
34," Federal-gov",157289,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
17," Local-gov",454614,7," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,8," United-States"," <=50K"
30," Federal-gov",203834,13," Never-married"," Armed-Forces"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,50," Taiwan"," <=50K"
21," Federal-gov",170038,10," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
21," Local-gov",161930,9," Never-married"," Craft-repair"," Own-child"," Black"," Female",0,1504,30," United-States"," <=50K"
33," Local-gov",234542,11," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
18," Federal-gov",128538,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,6," United-States"," <=50K"
37," Federal-gov",223732,10," Separated"," Adm-clerical"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
18," Federal-gov",387641,10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",310864,13," Never-married"," Tech-support"," Not-in-family"," Black"," Male",0,0,40," Cambodia"," <=50K"
63," Local-gov",198559,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,16," United-States"," <=50K"
21," Federal-gov",152328,10," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
33," Local-gov",177824,9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
42," Private",50018,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Cambodia"," <=50K"
61," Federal-gov",198542,13," Divorced"," Armed-Forces"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
71," Local-gov",205011,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,10," United-States"," <=50K"
64," Local-gov",207321,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
60," Federal-gov",112821,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States"," >50K"
37," Federal-gov",325538,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Cambodia"," >50K"
18," Federal-gov",202516,9," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
51," Federal-gov",69328,11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States"," >50K"
19," Federal-gov",371827,9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," Portugal"," <=50K"
59," Federal-gov",93655,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
67," Local-gov",407618,5," Divorced"," Craft-repair"," Not-in-family"," White"," Female",2050,0,40," United-States"," <=50K"
60," Federal-gov",191118,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1848,40," United-States"," >50K"
60," Federal-gov",124487,10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
20," Federal-gov",111252,10," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
20," Federal-gov",168863,10," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
23," Federal-gov",113700,13," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
64," Never-worked",143716,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,2," United-States"," <=50K"
35," Private",343403,16," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,20," Canada"," <=50K"
22," Federal-gov",182771,11," Never-married"," Craft-repair"," Own-child"," Asian-Pac-Islander"," Male",0,0,20," United-States"," <=50K"
32," Private",245482,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Cambodia"," <=50K"
28," Federal-gov",291374,9," Separated"," Adm-clerical"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"
18," Private",74054,7," Never-married"," Sales"," Own-child"," Other"," Female",0,0,20," Canada"," <=50K"
46," Private",170850,13," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,1590,40," Cambodia"," <=50K"
57," Local-gov",208311,13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,80," United-States"," >50K"
18," Federal-gov",201299,10," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
36," Local-gov",176458,9," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,28," United-States"," <=50K"
25," Federal-gov",219987,12," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,13," United-States"," <=50K"
22," Federal-gov",179973,11," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",197496,10," Never-married"," Sales"," Own-child"," White"," Male",0,0,30," Cambodia"," <=50K"
20," Federal-gov",201766,10," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
39," Private",487486,9," Widowed"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,40," Canada"," <=50K"
68," Local-gov",484298,7," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
64," Federal-gov",140237,1," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Self-emp-inc",195124,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," Cambodia"," <=50K"
65," Local-gov",221881,7," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
48," Private",166929,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," Cambodia"," >50K"
40," Federal-gov",163215,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," Canada"," <=50K"
25," Federal-gov",122745,9," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,1602,40," United-States"," <=50K"
66," Federal-gov",376028,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,20," United-States"," <=50K"
28," Federal-gov",194087,10," Never-married"," Craft-repair"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
53," State-gov",104501,16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Canada"," >50K"
20," Federal-gov",308924,10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
20," Private",285295,10," Never-married"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," Cambodia"," <=50K"
18," Federal-gov",192399,10," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
60," Private",216690,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Cambodia"," <=50K"
18," Local-gov",80564,9," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
22," Federal-gov",195532,9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
68," Federal-gov",170182,10," Never-married"," Farming-fishing"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
21," Local-gov",138575,9," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,60," United-States"," <=50K"
38," Private",193026,9," Never-married"," Other-service"," Unmarried"," White"," Male",0,1408,40," Cambodia"," <=50K"
62," Local-gov",225657,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,24," United-States"," <=50K"
34," Local-gov",133861,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
64," Federal-gov",205479,13," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,50," United-States"," >50K"
19," Federal-gov",47713,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
40," Local-gov",180362,13," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
41," Local-gov",277390,13," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,30," United-States"," >50K"
19," Federal-gov",204441,9," Never-married"," Craft-repair"," Other-relative"," Black"," Male",0,0,20," United-States"," <=50K"
22," Federal-gov",32732,10," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
46," Federal-gov",233555,9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," Cambodia"," <=50K"
62," State-gov",221558,14," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,24," Cambodia"," <=50K"
17," Federal-gov",659273,7," Never-married"," Armed-Forces"," Own-child"," Black"," Female",0,0,40," Trinadad&Tobago"," <=50K"
24," Federal-gov",112683,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
30," Self-emp-not-inc",178255,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,70," Canada"," <=50K"
48," Federal-gov",185291,13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,6," United-States"," <=50K"
30," Federal-gov",186420,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
54," Local-gov",196975,9," Divorced"," Adm-clerical"," Other-relative"," White"," Male",0,0,45," United-States"," <=50K"
23," Federal-gov",72953,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
53," Local-gov",64322,4," Separated"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
25," Federal-gov",218948,4," Never-married"," Armed-Forces"," Not-in-family"," White"," Female",0,0,32," Mexico"," <=50K"
24," Local-gov",377725,13," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
20," Federal-gov",149478,10," Never-married"," Armed-Forces"," Other-relative"," White"," Female",0,0,25," United-States"," <=50K"
33," Local-gov",190027,9," Never-married"," Craft-repair"," Unmarried"," Black"," Female",0,0,20," United-States"," <=50K"
55," Local-gov",208640,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,30," United-States"," >50K"
33," Federal-gov",202498,4," Separated"," Armed-Forces"," Not-in-family"," White"," Male",0,0,40," Guatemala"," <=50K"
57," Private",140426,2," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Male",0,0,35," China"," <=50K"
41," Private",169628,9," Married-civ-spouse"," Machine-op-inspct"," Wife"," Black"," Female",0,0,40," Cambodia"," <=50K"
29," Federal-gov",125159,10," Never-married"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,36," Cambodia"," <=50K"
81," Local-gov",162882,9," Divorced"," Craft-repair"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
44," Federal-gov",468706,9," Married-civ-spouse"," Armed-Forces"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
40," Federal-gov",428584,9," Married-civ-spouse"," Craft-repair"," Wife"," Black"," Female",3464,0,20," United-States"," <=50K"
35," Private",359131,13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",7298,0,8," Canada"," >50K"
62," Local-gov",73091,4," Widowed"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
51," Federal-gov",76437,10," Divorced"," Armed-Forces"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
19," Federal-gov",26620,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
23," Private",361481,6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Cambodia"," <=50K"
30," Federal-gov",104965,5," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
67," Federal-gov",157403,15," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",6418,0,10," United-States"," >50K"
27," Private",210867,4," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,50," Canada"," <=50K"
20," Federal-gov",53738,10," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
66," Federal-gov",213149,10," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,1825,40," United-States"," >50K"
44," Local-gov",174147,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
32," Local-gov",123971,7," Divorced"," Armed-Forces"," Not-in-family"," White"," Female",0,0,49," United-States"," <=50K"
22," Federal-gov",219233,9," Never-married"," Farming-fishing"," Own-child"," Black"," Male",0,1602,30," United-States"," <=50K"
29," Federal-gov",189282,9," Married-civ-spouse"," Armed-Forces"," Not-in-family"," White"," Female",0,0,27," United-States"," <=50K"
36," Federal-gov",216256,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3464,0,30," United-States"," <=50K"
57," Federal-gov",300104,3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,84," United-States"," >50K"
67," Local-gov",81761,9," Divorced"," Armed-Forces"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
54," Federal-gov",148657,1," Married-civ-spouse"," Armed-Forces"," Wife"," White"," Female",0,0,40," Mexico"," <=50K"
52," Federal-gov",248113,1," Married-spouse-absent"," Armed-Forces"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
18," Federal-gov",215463,8," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
25," Federal-gov",35829,10," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
18," Federal-gov",175648,7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
41," Private",207685,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," Cambodia"," <=50K"
24," Local-gov",196388,12," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,12," United-States"," <=50K"
29," Private",144259,13," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",4386,0,80," Cambodia"," >50K"
20," Federal-gov",388811,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
23," Local-gov",234970,10," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
34," Local-gov",353881,11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",3103,0,60," United-States"," >50K"
56," Private",208415,9," Divorced"," Exec-managerial"," Not-in-family"," Black"," Male",0,0,40," Cambodia"," <=50K"
28," Federal-gov",190303,12," Never-married"," Armed-Forces"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
36," Self-emp-not-inc",343721,16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30," Cambodia"," >50K"
20," Federal-gov",194096,10," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
43," Private",143582,3," Married-civ-spouse"," Machine-op-inspct"," Wife"," Asian-Pac-Islander"," Female",0,2129,72," Canada"," <=50K"
24," Federal-gov",41356,10," Never-married"," Armed-Forces"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
20," Federal-gov",124954,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
37," Private",130620,8," Married-civ-spouse"," Sales"," Wife"," Asian-Pac-Islander"," Female",0,0,33," Canada"," <=50K"
43," Local-gov",142030,9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
34," Private",241360,9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Cambodia"," <=50K"
34," Federal-gov",55921,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," Federal-gov",256191,9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,25," United-States"," <=50K"
78," Local-gov",27979,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",2228,0,32," United-States"," <=50K"
67," Federal-gov",244122,11," Widowed"," Armed-Forces"," Not-in-family"," White"," Female",0,0,1," United-States"," <=50K"
75," Local-gov",173064,13," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,6," United-States"," <=50K"
24," Private",178255,10," Married-civ-spouse"," Priv-house-serv"," Wife"," White"," Female",0,0,40," Cambodia"," <=50K"
66," Federal-gov",107744,10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
20," Federal-gov",210029,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
62," Federal-gov",191188,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
19," Local-gov",217769,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",594,0,10," United-States"," <=50K"
22," Local-gov",246386,9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
65," Federal-gov",111916,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," Local-gov",116632,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States"," >50K"
28," Federal-gov",168524,11," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
65," Private",149049,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
80," Federal-gov",29020,15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",10605,0,10," United-States"," >50K"
23," Federal-gov",134997,10," Separated"," Armed-Forces"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
22," Federal-gov",335453,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,16," United-States"," <=50K"
53," Local-gov",29231,4," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
22," Federal-gov",120572,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
21," Local-gov",494638,12," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"
